score<Pub. year>	score<Application year>	score<Earliest priority year>	score<Cited by patents>	score<Cites patents>	score<Simple family size>	score<Extended family size>	score<NPL citations>
2019	2017	2017	2	97	2	2	48
2020	2020	2016	0	0	6	6	0
2019	2019	2016	0	1	6	6	0
2022	2021	2014	1	3	13	32	0
2016	2015	2014	0	0	13	32	0
2025	2025	2022	0	0	3	3	0
2016	2015	2014	76	7	13	32	1
2023	2023	2022	0	0	4	4	0
2017	2015	2012	2	29	5	5	3
2018	2015	2014	80	0	13	32	0
2021	2020	2019	2	7	10	10	0
2020	2020	2018	3	5	9	9	0
2016	2012	2012	15	52	2	2	18
2019	2018	2017	18	0	9	9	0
2020	2018	2018	14	12	9	9	1
2023	2022	2018	0	0	7	7	0
2017	2017	2016	2	10	12	12	1
2020	2019	2018	17	0	7	7	0
2020	2018	2016	4	20	12	12	7
2023	2023	2020	6	2	19	19	0
2024	2022	2017	2	8	2	17	0
2019	2018	2016	3	1	12	12	1
2020	2020	2016	0	0	12	12	0
2021	2020	2016	0	39	12	12	10
2016	2013	2005	7	0	3	17	0
2017	2017	2016	14	0	6	6	0
2019	2018	2018	35	5	9	9	0
2019	2017	2016	1	7	6	6	0
2019	2017	2015	1	11	7	7	3
2023	2023	2016	6	4	14	27	4
2021	2020	2019	0	7	14	18	0
2019	2018	2017	128	0	2	27	0
2021	2017	2016	13	14	14	27	2
2023	2022	2017	20	2	2	17	0
2025	2024	2016	1	4	14	27	4
2025	2024	2020	0	6	19	19	0
2023	2021	2016	0	14	14	27	0
2023	2022	2018	4	24	5	5	0
2025	2023	2016	0	21	14	27	7
2022	2021	2016	7	14	14	27	0
2020	2017	2016	79	0	14	27	0
2017	2017	2016	30	14	12	65	4
2021	2021	2020	7	6	6	6	1
2023	2021	2020	15	3	6	6	2
2017	2016	2015	14	2	1	1	1
2018	2017	2016	0	0	12	65	0
2018	2017	2016	4	5	2	2	0
2020	2008	2007	3	640	3	3	976
2023	2019	2013	0	308	4	4	95
2018	2016	2016	1	4	2	2	0
2024	2019	2018	1	1	4	4	0
2020	2019	2017	7	0	2	7	0
2024	2023	2018	0	2	4	4	0
2025	2024	2024	1	1	3	3	1
2021	2019	2017	4	32	2	7	3
2025	2025	2024	2	0	3	3	0
2024	2022	2022	0	9	4	4	0
2016	2009	2008	0	10	17	17	0
2024	2024	2022	1	4	4	4	0
2019	2019	2016	8	2	3	3	0
2019	2014	2013	2	17	5	5	4
2020	2019	2018	11	86	1	1	35
2023	2022	2022	0	1	4	4	0
2023	2023	2020	7	17	19	19	1
2018	2017	2016	8	5	3	3	0
2017	2015	2015	67	6	9	9	0
2020	2019	2016	2	10	6	6	0
2024	2023	2022	0	3	3	3	0
2021	2021	2020	8	8	8	8	14
2025	2025	2013	0	3	17	450	0
2020	2018	2012	2	9	6	7	0
2018	2013	2012	27	8	6	7	3
2018	2018	2012	0	3	6	7	0
2022	2020	2020	3	6	7	7	1
2024	2023	2020	3	204	19	19	35
2017	2012	2011	0	4	28	28	4
2022	2020	2020	5	0	7	7	0
2019	2018	2017	3	11	9	9	20
2022	2021	2020	2	1	7	7	0
2020	2019	2019	7	12	4	4	8
2023	2020	2019	0	16	4	4	8
2020	2019	2019	0	0	4	4	0
2018	2012	2011	0	4	28	28	2
2020	2020	2019	0	0	4	4	0
2016	2015	2014	2	12	6	6	0
2024	2022	2022	9	16	2	2	0
2021	2015	2014	0	7	16	52	1
2019	2017	2016	1	15	2	2	48
2025	2022	2021	0	115	8	8	1
2016	2014	2009	14	19	2	52	7
2016	2011	2010	6	24	15	15	1
2016	2012	2011	52	34	2	32	28
2024	2023	2022	0	5	5	5	0
2024	2022	2022	0	1	5	5	0
2023	2021	2018	0	88	32	32	7
2024	2022	2022	0	6	5	5	1
2018	2017	2016	1	21	3	3	3
2017	2017	2016	8	11	3	3	0
2019	2017	2016	3	2	6	6	0
2016	2012	2011	1	20	5	5	0
2016	2012	2012	8	25	4	4	28
2025	2023	2023	0	7	7	7	34
2018	2016	2015	59	10	25	25	0
2016	2016	2015	13	20	25	25	0
2025	2023	2023	5	0	7	7	0
2016	2015	2012	5	28	5	5	48
2023	2021	2016	0	827	20	20	125
2020	2016	2012	2	33	4	4	33
2016	2011	2010	21	8	9	9	5
2016	2016	2012	5	5	4	4	2
2019	2018	2010	7	0	9	9	0
2021	2019	2019	2	6	4	4	0
2018	2018	2010	8	0	9	9	0
2020	2015	2010	0	13	9	9	4
2025	2023	2018	0	5	4	4	0
2025	2021	2020	0	8	8	8	6
2023	2021	2020	13	1	8	8	0
2021	2018	2016	1	814	20	20	120
2024	2021	2015	2	137	5	7	70
2017	2016	2015	21	3	2	7	0
2022	2018	2010	0	17	9	9	6
2023	2023	2022	0	0	5	5	0
2022	2018	2010	0	17	9	9	6
2019	2016	2015	3	120	2	7	44
2025	2024	2013	0	807	17	450	23
2022	2021	2015	4	2	2	13	0
2022	2020	2017	1	58	7	7	8
2018	2017	2016	7	809	20	20	119
2020	2020	2019	7	1	4	4	2
2022	2020	2020	9	11	1	1	0
2025	2025	2021	0	0	11	12	0
2022	2020	2019	5	0	4	4	0
2024	2022	2021	2	2	11	12	0
2024	2021	2015	0	14	2	13	0
2022	2022	2021	1	3	11	12	1
2025	2021	2021	0	7	4	4	0
2023	2019	2018	0	4	11	13	3
2025	2022	2021	0	7	11	12	2
2022	2021	2020	17	12	19	19	1
2021	2013	2012	0	1	6	7	0
2019	2017	2017	0	93	2	2	43
2023	2021	2021	0	7	4	4	0
2021	2019	2019	3	6	4	4	42
2019	2017	2015	0	15	4	4	79
2021	2020	2020	3	2	4	4	0
2020	2020	2019	0	7	13	26	1
2019	2018	2008	6	0	26	26	0
2022	2020	2019	0	4	13	26	0
2022	2021	2021	11	17	1	1	4
2021	2019	2019	0	8	10	10	0
2020	2019	2018	1	7	32	32	0
2017	2005	2004	0	1	8	8	1
2023	2021	2020	0	5	32	32	2
2021	2021	2020	1	0	32	32	0
2022	2021	2020	0	6	32	32	2
2025	2025	2020	0	0	32	32	0
2019	2009	2008	0	1	12	12	0
2017	2017	2016	3	7	3	3	0
2019	2018	2018	81	31	1	2	0
2024	2021	2016	0	27	19	19	16
2023	2022	2018	2	18	2	92	2
2024	2023	2017	2	20	2	92	2
2023	2023	2017	0	2	2	92	0
2025	2024	2023	0	0	7	7	0
2023	2021	2016	11	112	37	37	21
2020	2020	2017	5	0	7	7	0
2022	2022	2018	11	1	2	92	0
2016	2015	2013	1	20	4	4	2
2025	2016	2015	0	3	25	25	0
2020	2017	2016	0	10	6	6	2
2022	2019	2019	0	0	5	5	0
2020	2019	2018	0	0	8	10	0
2020	2019	2018	0	3	8	10	2
2022	2021	2018	2	0	8	10	0
2023	2023	2022	0	7	1	2	0
2024	2020	2019	0	1	7	7	0
2023	2023	2022	1	0	1	2	0
2020	2019	2018	0	1	10	10	2
2021	2019	2018	6	40	32	32	9
2020	2019	2018	59	0	32	32	0
2022	2019	2018	0	1	10	10	2
2020	2018	2018	20	25	10	10	5
2017	2014	2013	3	8	5	5	2
2016	2011	2010	5	37	4	4	97
2024	2024	2023	0	5	8	8	0
2020	2018	2018	13	0	10	10	0
2021	2020	2016	2	12	6	6	0
2016	2015	2005	0	23	10	10	21
2020	2017	2017	0	19	2	2	0
2020	2019	2018	0	0	8	10	0
2022	2021	2020	1	4	5	5	1
2024	2021	2017	2	46	5	5	0
2019	2018	2017	0	14	4	6	1
2019	2017	2017	2	17	2	2	0
2017	2015	2011	0	7	5	5	1
2024	2024	2017	0	0	5	5	0
2022	2020	2020	8	4	5	5	0
2020	2017	2017	7	7	2	7	1
2021	2018	2006	1	47	8	118	5
2020	2009	2008	1	7	35	67	0
2018	2017	2017	9	5	2	7	0
2021	2018	2017	13	16	5	5	0
2018	2014	2006	3	46	8	118	5
2021	2021	2017	1	37	5	5	0
2024	2017	2016	0	3	37	37	5
2025	2023	2017	0	144	12	12	48
2018	2018	2017	52	0	5	5	0
2019	2015	2013	0	31	11	11	8
2017	2017	2016	13	0	4	4	0
2019	2017	2016	9	15	4	4	0
2016	2014	2013	4	0	6	6	0
2020	2019	2013	2	3	4	4	0
2016	2015	2014	1	1	4	4	5
2019	2015	2014	75	234	1	1	10
2024	2024	2017	0	3	28	450	0
2020	2014	2013	8	259	4	4	50
2024	2024	2017	1	0	1	92	0
2022	2020	2019	6	7	7	7	0
2019	2017	2013	9	14	2	2	2
2018	2017	2013	52	0	2	2	0
2017	2016	2014	6	5	3	3	0
2018	2008	2007	0	3	6	6	2
2016	2015	2014	2	5	3	3	0
2025	2025	2020	0	0	3	92	0
2024	2022	2022	0	2	1	1	1
2022	2022	2020	17	4	3	92	0
2020	2013	2012	0	1	8	8	0
2024	2019	2019	0	13	8	8	8
2021	2020	2019	1	4	8	8	3
2025	2022	2020	0	26	3	92	3
2024	2023	2022	0	7	7	7	0
2016	2014	2013	0	0	6	6	0
2021	2019	2019	5	9	8	8	2
2020	2020	2019	6	10	6	6	1
2020	2018	2018	4	1	5	5	2
2021	2020	2020	0	6	5	5	1
2021	2021	2020	0	8	5	5	1
2021	2020	2020	0	0	5	5	0
2018	2016	2015	7	156	11	12	31
2016	2016	2015	34	17	11	12	0
2018	2018	2006	8	0	22	118	0
2021	2017	2017	10	0	7	7	0
2021	2011	2010	0	4	10	118	0
2018	2018	2006	15	117	22	118	2
2019	2016	2015	3	211	11	12	59
2021	2017	2017	1	13	7	7	12
2018	2017	2017	3	2	7	7	10
2016	2016	2015	10	3	1	12	0
2021	2019	2018	8	2	5	7	0
2020	2019	2018	40	0	5	7	0
2016	2016	2015	12	2	11	12	0
2021	2021	2018	2	5	5	7	0
2019	2019	2017	2	3	4	6	0
2024	2023	2018	0	2	5	7	0
2023	2021	2018	1	7	5	7	0
2018	2017	2006	15	6	22	118	0
2018	2017	2006	22	2	22	118	0
2018	2018	2017	16	0	4	6	0
2016	2011	2010	1	0	18	18	1
2016	2011	2010	1	2	18	18	1
2016	2011	2010	1	0	18	18	1
2023	2022	2021	0	0	5	5	0
2024	2023	2017	0	608	28	450	11
2021	2017	2016	0	4	13	13	0
2025	2025	2024	0	43	1	1	2
2016	2012	2006	42	38	10	118	6
2024	2021	2020	5	5	19	19	0
2016	2015	2000	2	0	17	17	0
2023	2022	2021	0	0	5	5	0
2024	2023	2012	0	31	16	16	52
2019	2010	2009	1	6	10	10	1
2019	2017	2013	62	24	8	17	0
2022	2018	2018	0	25	3	3	17
2020	2020	2013	27	0	8	17	0
2025	2021	2021	0	1	2	2	0
2020	2019	2013	10	25	8	17	0
2022	2021	2021	11	1	2	2	0
2023	2022	2012	0	30	16	16	50
2019	2018	2013	33	20	9	17	1
2021	2020	2013	0	43	8	17	3
2024	2023	2022	3	10	16	16	0
2017	2016	2008	38	800	2	387	117
2023	2022	2022	4	2	16	16	1
2020	2019	2019	7	16	5	5	3
2022	2022	2019	0	2	5	5	0
2022	2020	2019	0	100	5	5	4
2020	2020	2019	3	0	5	5	0
2018	2016	2015	8	0	9	9	3
2020	2019	2019	5	0	5	5	0
2017	2016	2015	9	11	9	9	2
2016	2014	2013	7	18	3	3	3
2022	2020	2015	0	14	51	51	27
2021	2019	2015	0	12	51	51	25
2017	2016	2015	77	2	51	51	8
2019	2016	2015	7	1	51	51	20
2020	2019	2018	3	2	11	15	23
2019	2019	2015	3	0	51	51	0
2022	2016	2015	0	0	51	51	3
2024	2019	2018	0	0	11	15	3
2021	2020	2015	1	25	25	25	12
2025	2024	2023	1	2	1	1	0
2020	2016	2015	0	0	51	51	1
2017	2016	2015	14	0	51	51	2
2020	2020	2015	3	0	51	51	0
2021	2021	2015	4	0	25	25	0
2025	2024	2024	1	0	2	2	0
2025	2024	2024	0	5	2	2	0
2020	2018	2015	0	181	2	2	55
2023	2022	2015	1	0	25	25	0
2019	2018	2006	1	120	22	118	16
2023	2021	2015	0	35	25	25	15
2019	2016	2015	186	2681	23	317	59
2021	2019	2006	0	133	22	118	25
2019	2018	2006	4	124	22	118	4
2018	2018	2006	8	2	22	118	0
2018	2018	2006	13	5	22	118	0
2016	2016	2006	134	1	2	118	0
2016	2015	2006	85	5	22	118	0
2017	2016	2006	5	6	22	118	0
2019	2018	2006	14	126	22	118	20
2022	2019	2006	31	134	1	118	27
2017	2016	2006	74	6	2	118	0
2024	2022	2015	1	37	25	25	15
2020	2020	2015	1	0	25	25	0
2024	2023	2022	0	9	1	1	5
2020	2016	2015	108	2696	23	317	54
2016	2016	2015	1	5	5	5	0
2018	2018	2006	4	106	22	118	0
2018	2018	2006	11	5	22	118	0
2016	2016	2006	44	3	22	118	0
2018	2018	2006	15	1	22	118	0
2022	2020	2020	10	4	5	5	1
2018	2018	2006	4	0	22	118	0
2022	2021	2020	0	9	5	5	1
2019	2018	2017	44	5	26	26	0
2024	2023	2022	1	5	6	6	0
2019	2018	2006	1	125	22	118	20
2023	2022	2017	0	4	26	26	0
2023	2020	2020	0	9	5	5	2
2021	2012	2011	0	14	2	2	1
2018	2014	2013	2	10	4	4	48
2020	2018	2017	6	0	26	26	0
2018	2017	2008	11	0	26	26	0
2023	2019	2019	1	2	4	4	4
2022	2022	2021	0	6	2	2	0
2024	2022	2017	0	124	26	26	11
2021	2019	2006	2	134	22	118	25
2017	2015	2014	1	27	2	2	4
2022	2021	2021	2	6	2	2	2
2022	2022	2021	2	7	2	2	0
2021	2021	2016	2	6	37	37	0
2024	2024	2016	0	14	37	37	0
2025	2024	2023	0	42	1	1	2
2023	2019	2018	0	13	11	15	10
2021	2019	2018	2	8	11	15	0
2017	2014	2014	2	3	14	14	0
2017	2007	2006	9	553	16	16	965
2023	2022	2017	0	138	12	12	60
2021	2017	2006	2	690	35	35	975
2024	2022	2021	0	0	7	13	0
2016	2014	2014	1	5	14	14	0
2024	2023	2022	0	5	8	8	1
2019	2014	2014	0	93	14	14	16
2024	2023	2022	1	4	8	8	0
2022	2022	2021	4	4	7	13	1
2018	2018	2017	157	1	11	11	0
2025	2024	2023	0	4	1	1	0
2023	2020	2019	0	167	3	3	115
2025	2024	2023	0	2	1	1	0
2024	2024	2017	0	680	28	450	20
2024	2023	2022	1	0	5	5	0
2024	2023	2022	0	8	5	5	0
2022	2018	2017	4	1	11	11	0
2024	2023	2022	0	3	5	5	0
2016	2015	2010	98	17	4	134	2
2025	2024	2024	0	4	1	1	0
2018	2008	2007	0	5	8	8	3
2018	2016	2015	6	8	5	5	0
2019	2017	2017	4	32	1	37	1
2022	2018	2018	0	119	2	2	57
2018	2017	2016	21	20	6	6	0
2018	2015	2010	30	17	4	134	2
2022	2022	2021	0	2	5	5	2
2025	2022	2021	0	33	2	3	14
2021	2016	2015	0	0	25	25	0
2020	2019	2018	19	8	32	32	0
2025	2022	2021	1	4	2	2	0
2025	2019	2018	0	12	2	10	0
2022	2020	2015	0	36	12	12	36
2019	2016	2015	2	9	5	5	1
2025	2025	2024	1	5	1	1	0
2020	2016	2015	0	30	12	12	17
2020	2018	2018	3	51	2	2	30
2017	2015	2006	5	9	10	118	2
2016	2015	2006	8	0	10	118	0
2021	2020	2020	9	7	3	3	0
2020	2016	2006	10	145	10	118	19
2016	2013	2006	13	9	10	118	0
2018	2014	2013	21	4	2	2	0
2019	2018	2018	60	32	1	2	0
2016	2014	2013	11	35	6	7	18
2021	2020	2020	39	0	1	1	0
2017	2016	2006	27	6	10	118	0
2022	2020	2020	7	43	1	1	1
2021	2017	2016	0	93	8	8	75
2022	2021	2021	8	3	5	5	0
2022	2018	2017	0	113	26	26	10
2023	2022	2008	2	1	26	26	0
2025	2021	2021	0	7	5	5	3
2016	2015	2006	19	14	6	118	0
2020	2018	2017	1	12	1	1	0
2022	2022	2021	0	4	5	5	1
2021	2019	2019	2	3	6	6	1
2018	2015	2006	0	216	5	5	56
2025	2017	2016	0	39	37	37	0
2019	2009	2008	1	3	22	118	0
2016	2015	2014	85	0	1	1	0
2025	2019	2018	0	2	15	15	0
2020	2018	2018	6	48	15	15	35
2019	2018	2018	28	4	15	15	0
2019	2019	2018	0	3	15	15	5
2018	2015	2015	13	10	9	9	1
2025	2024	2012	1	6	14	37	0
2016	2013	2012	48	19	14	37	0
2020	2019	2012	1	4	14	37	0
2025	2025	2024	0	5	2	2	0
2025	2025	2024	0	0	2	2	0
2022	2020	2017	1	64	36	37	3
2019	2018	2017	14	6	36	37	0
2024	2019	2012	4	97	14	37	9
2018	2016	2012	0	12	14	37	0
2017	2016	2012	6	3	14	37	0
2023	2023	2017	0	3	36	37	0
2020	2018	2017	4	49	36	37	3
2020	2019	2012	1	10	14	37	0
2018	2017	2012	4	18	14	37	0
2019	2017	2012	5	94	14	37	9
2024	2024	2012	0	6	14	37	0
2019	2018	2017	0	33	36	37	1
2020	2020	2017	3	0	36	37	0
2018	2017	2006	29	2	8	118	0
2018	2017	2006	26	110	8	118	0
2018	2017	2006	95	8	8	118	0
2021	2021	2019	4	1	6	6	0
2021	2021	2019	7	0	47	47	0
2018	2018	2006	25	3	8	118	0
2019	2018	2006	8	123	8	118	16
2022	2021	2020	2	3	3	3	2
2023	2023	2019	4	1	47	47	0
2022	2021	2019	2	10	6	6	1
2025	2024	2019	0	0	47	47	0
2024	2023	2019	2	1	47	47	0
2024	2021	2020	0	7	3	3	3
2024	2024	2019	2	1	47	47	0
2020	2015	2015	125	2954	3	3	60
2022	2020	2019	19	7	4	4	0
2017	2017	2006	273	0	8	118	0
2017	2016	2014	7	1	7	7	0
2021	2019	2018	10	7	6	6	0
2022	2022	2019	8	1	47	47	1
2016	2015	2014	193	5	7	7	0
2024	2023	2019	1	204	47	47	19
2024	2023	2019	7	154	47	47	16
2022	2021	2019	11	120	47	47	10
2017	2015	2014	16	5	7	7	0
2020	2016	2015	469	2799	23	317	60
2023	2023	2019	6	7	47	47	3
2021	2019	2019	5	0	2	2	0
2023	2022	2019	10	136	47	47	21
2017	2016	2014	57	1	7	7	0
2020	2018	2018	0	0	2	2	0
2024	2022	2021	0	5	7	13	0
2022	2022	2021	0	5	7	13	1
2020	2016	2015	108	2696	23	317	54
2022	2019	2019	0	7	2	2	15
2020	2015	2014	0	6	10	10	0
2023	2020	2015	3	3443	23	317	56
2021	2020	2006	1	175	10	118	34
2022	2021	2015	1	0	4	59	0
2021	2018	2015	2	90	4	59	0
2025	2021	2015	0	122	4	59	0
2018	2018	2015	40	0	4	59	0
2021	2019	2006	16	134	8	118	27
2024	2022	2022	0	2	16	16	1
2023	2023	2022	0	0	1	1	0
2025	2022	2022	0	4	16	16	3
2020	2018	2017	138	0	11	11	0
2024	2022	2022	0	2	16	16	0
2023	2018	2017	20	12	11	11	10
2024	2023	2023	0	2	1	6	1
2022	2020	2020	29	16	1	1	0
2024	2024	2023	0	3	3	6	2
2024	2024	2023	0	4	3	3	1
2025	2022	2021	0	14	2	2	20
2023	2022	2019	1	5	6	6	0
2023	2022	2019	0	16	6	6	6
2024	2024	2023	0	6	3	3	0
2016	2012	2011	34	19	11	11	13
2021	2020	2019	0	1	6	6	0
2021	2018	2015	5	8	9	9	1
2016	2011	2006	82	47	22	118	10
2018	2018	2006	5	8	22	118	0
2025	2024	2023	0	6	1	13	0
2021	2019	2018	6	34	32	32	1
2016	2009	2008	3	4	22	118	0
2021	2018	2006	4	176	22	118	29
2016	2015	2006	15	2	22	118	0
2025	2023	2021	0	0	1	13	0
2021	2021	2020	2	3	2	2	6
2021	2020	2006	12	135	8	118	27
2024	2023	2022	1	4	1	13	1
2018	2003	2002	0	6	21	21	0
2018	2015	2006	9	51	22	118	11
2018	2012	2002	78	24	5	11	0
2023	2020	2020	0	2	6	6	0
2021	2021	2002	2	72	2	11	0
2021	2021	2002	43	0	2	11	0
2017	2016	2012	1	17	29	29	4
2016	2013	2006	81	38	22	118	10
2016	2011	2006	21	42	7	118	10
2021	2020	2019	3	0	7	7	0
2024	2021	2021	0	26	1	1	34
2016	2016	2012	9	0	29	29	0
2025	2021	2012	1	189	3	17	15
2021	2017	2012	6	96	3	17	8
2020	2016	2015	0	0	51	51	3
2021	2019	2018	0	26	32	32	9
2020	2019	2018	0	33	32	32	10
2022	2020	2019	6	1	7	7	2
2023	2023	2018	1	8	32	32	0
2016	2015	2013	4	4	8	8	0
2017	2017	2013	3	0	8	8	0
2025	2023	2023	0	7	4	6	7
2021	2021	2018	2	12	32	32	0
2020	2019	2018	5	13	32	32	0
2021	2020	2018	1	0	32	32	0
2025	2020	2019	0	11	4	4	1
2019	2015	2009	171	2829	48	157	51
2025	2023	2023	1	0	4	6	0
2025	2018	2017	0	3	9	9	3
2023	2022	2020	6	49	6	6	0
2022	2020	2020	30	0	6	6	0
2022	2020	2020	14	18	6	6	0
2022	2022	2020	6	38	6	6	0
2017	2016	2011	2	35	28	28	10
2017	2014	2013	5	8	6	6	0
2016	2016	2011	1	3	28	28	0
2024	2018	2017	0	18	27	27	22
2025	2024	2024	0	6	1	1	0
2023	2017	2016	0	10	4	4	112
2023	2022	2021	2	4	5	5	0
2017	2014	2005	3	141	10	25	23
2016	2009	2008	0	0	28	28	3
2016	2009	2008	0	10	28	28	3
2025	2022	2021	0	0	2	8	5
2019	2013	2012	2	9	18	18	0
2022	2021	2021	1	12	1	1	0
2016	2013	2007	2	12	14	40	3
2022	2022	2021	4	3	6	6	3
2024	2022	2021	12	3	6	6	0
2024	2019	2018	0	54	12	12	47
2022	2020	2020	0	100	5	5	1
2021	2020	2019	3	5	5	5	2
2021	2021	2020	0	7	5	5	1
2017	2016	2008	8	31	35	67	0
2021	2021	2020	3	0	2	2	0
2023	2022	2022	0	42	1	6	0
2016	2016	2008	1	0	35	67	0
2016	2014	2008	10	91	35	67	29
2017	2015	2014	9	2	3	3	0
2022	2021	2020	0	3	2	2	10
2021	2019	2008	1	40	35	67	0
2020	2019	2008	1	40	35	67	0
2019	2017	2008	1	43	35	67	0
2022	2017	2017	15	46	10	10	41
2016	2015	2014	20	4	3	3	0
2021	2020	2020	0	0	5	5	0
2020	2018	2017	9	0	13	13	0
2018	2018	2017	2	0	13	13	0
2025	2018	2017	0	0	9	9	0
2018	2016	2015	5	0	12	12	0
2022	2018	2017	0	6	9	9	8
2020	2020	2015	2	0	12	12	0
2022	2019	2019	9	17	7	7	3
2017	2016	2015	5	5	12	12	0
2023	2016	2015	0	5	12	12	0
2024	2020	2019	0	1	14	26	0
2017	2014	2006	1	108	7	19	53
2023	2021	2020	0	8	2	3	65
2020	2019	2011	3	18	12	12	1
2024	2012	2011	0	0	12	12	3
2021	2019	2019	7	0	7	7	0
2018	2018	2017	9	3	9	9	3
2020	2018	2017	21	0	9	9	0
2022	2021	2020	2	8	2	3	0
2023	2019	2011	0	40	12	12	21
2019	2012	2011	2	28	12	12	13
2022	2021	2021	62	25	6	8	1
2019	2012	2011	0	0	12	12	2
2025	2021	2021	0	26	6	8	24
2023	2022	2021	8	0	2	8	25
2025	2024	2023	0	10	3	3	66
2016	2015	2014	19	11	13	13	5
2019	2015	2014	0	3	13	13	0
2025	2022	2021	0	0	6	8	12
2021	2016	2008	51	298	2	14	783
2025	2024	2023	0	4	3	3	66
2016	2015	2014	46	1	13	13	0
2019	2012	2011	0	4	28	28	4
2025	2024	2023	0	0	3	3	0
2025	2024	2023	2	10	3	3	0
2022	2020	2020	18	53	4	5	33
2021	2020	2020	29	0	4	5	0
2025	2024	2016	0	27	19	19	16
2024	2020	2019	0	8	5	5	20
2018	2014	2014	1	7	3	3	7
2022	2020	2019	0	0	5	5	1
2017	2014	2014	4	1	3	3	0
2025	2024	2023	4	0	1	1	0
2024	2023	2022	0	3	2	3	0
2016	2016	2012	0	8	4	4	0
2016	2016	2015	1	3	2	4	0
2019	2016	2015	0	10	2	4	0
2025	2025	2024	0	4	1	1	0
2021	2019	2011	6	1424	6	73	253
2021	2019	2009	64	2769	7	157	60
2016	2012	2011	5	20	3	3	2
2019	2015	2009	183	2833	48	157	59
2017	2014	2013	10	4	4	4	1
2020	2018	2017	2	11	9	9	24
2020	2019	2019	23	0	2	2	0
2019	2018	2017	49	2	9	9	0
2020	2018	2017	0	10	9	9	21
2019	2018	2017	31	0	9	9	0
2025	2023	2022	0	0	1	1	0
2021	2016	2015	85	2773	23	317	54
2019	2006	2005	0	3	13	13	0
2021	2016	2015	0	10	18	18	0
2017	2016	2015	45	77	18	18	9
2018	2017	2015	11	134	18	18	21
2016	2016	2015	101	0	18	18	0
2016	2016	2015	15	5	18	18	1
2018	2017	2015	16	0	18	18	0
2019	2018	2015	16	7	18	18	0
2024	2021	2009	2	3461	7	157	63
2025	2023	2009	0	3507	7	157	63
2021	2020	2019	0	8	5	5	28
2021	2021	2020	7	6	6	6	6
2017	2017	2016	27	0	4	4	0
2023	2021	2020	10	4	6	6	0
2020	2012	2011	0	2	12	12	176
2016	2015	2014	11	27	2	2	1
2021	2021	2020	5	2	8	8	8
2021	2013	2012	0	3	18	18	0
2022	2020	2020	18	3	4	4	0
2024	2020	2017	0	19	27	27	33
2023	2023	2020	0	2	4	4	0
2017	2017	2016	4	3	7	7	0
2025	2023	2022	0	3	3	3	0
2023	2023	2022	0	42	5	6	0
2025	2023	2022	0	11	5	6	0
2022	2021	2020	0	5	4	4	0
2023	2020	2019	1	9	3	3	71
2016	2009	2005	1	40	4	14	0
2018	2016	2016	4	2	2	2	1
2025	2024	2024	0	6	2	2	0
2025	2025	2024	0	6	2	2	0
2025	2025	2024	0	0	2	2	3
2017	2016	2006	0	0	9	19	0
2019	2014	2013	1	2	32	48	1
2023	2022	2022	0	2	1	1	13
2018	2016	2016	4	2	3	3	0
2024	2023	2022	0	4	2	3	0
2025	2025	2024	0	0	2	2	4
2019	2016	2015	0	13	4	4	0
2019	2017	2016	0	7	3	3	0
2020	2014	2013	0	1	32	48	0
2019	2014	2013	0	2	32	48	1
2017	2016	2015	1	4	3	3	0
2016	2016	2015	6	10	4	4	0
2017	2016	2015	0	6	3	3	0
2019	2014	2013	0	2	32	48	1
2016	2015	2015	12	10	4	4	0
2016	2015	2015	10	0	4	4	0
2021	2021	2020	3	6	20	20	0
2018	2018	2008	4	0	2	10	0
2023	2018	2017	0	0	13	13	0
2018	2017	2016	11	0	3	3	0
2017	2014	2007	0	158	17	89	37
2024	2022	2022	0	43	7	7	0
2025	2023	2022	0	4	7	7	1
2023	2022	2021	2	3	3	3	0
2024	2023	2022	1	51	1	27	1
2024	2023	2020	0	0	2	27	0
2022	2022	2007	0	4	17	89	0
2024	2022	2007	0	433	17	89	37
2022	2019	2007	1	429	17	89	37
2018	2017	2007	0	3	17	89	0
2024	2023	2022	3	43	7	7	0
2024	2022	2022	0	41	7	7	4
2019	2019	2007	5	0	17	89	0
2021	2018	2018	0	4	5	5	1
2024	2024	2023	0	0	1	1	0
2022	2017	2007	2	163	17	89	37
2022	2017	2016	60	2691	48	60	62
2025	2025	2024	2	3	2	2	0
2023	2022	2017	0	130	10	10	56
2020	2011	2010	1	4	29	29	0
2017	2016	2013	11	0	6	7	0
2021	2020	2013	5	16	13	28	1
2020	2018	2013	1	67	4	28	2
2018	2014	2013	5	67	4	28	1
2018	2018	2013	4	0	4	28	0
2016	2014	2013	394	17	4	28	0
2019	2018	2017	3	10	9	9	2
2024	2023	2023	1	10	1	2	0
2020	2020	2017	0	0	12	12	0
2019	2011	2009	1178	2801	15	157	94
2017	2013	2012	0	5	17	34	1
2020	2019	2018	0	4	2	2	21
2022	2021	2008	5	0	26	26	0
2020	2019	2008	5	0	26	26	0
2022	2021	2020	8	2	6	6	0
2021	2018	2017	33	0	5	5	0
2019	2018	2017	8	3	5	5	1
2019	2019	2008	5	0	26	26	0
2017	2013	2012	1	15	2	2	32
2019	2019	2016	5	0	6	6	0
2023	2018	2017	5	4	5	5	1
2022	2021	2020	0	0	6	6	0
2023	2021	2020	0	6	6	6	1
2020	2019	2016	0	120	6	6	12
